,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
4941,8.60614,81.20201,8133521,first-order administrative division,ADM1,Moragahakanda
4942,7.70472,80.78306,10793686,reservoir(s),RSV,Moragahakanda
4943,36.35497,74.86396,7427944,populated place,PPL,
4944,36.32552,74.82922,1184280,populated place,PPL,
4945,36.38764,74.86448,1177585,populated place,PPL,
4946,36.49721,75.00414,1176775,second-order administrative division,ADM2,
4947,4.8952,114.9446,11593829,school,SCH,
4948,4.8952,114.9446,11593829,school,SCH,
4949,,,1643084,independent political entity,PCLI,
4950,4.0,97.0,1215638,first-order administrative division,ADM1,Aceh
4951,1.1215,97.6181,1214404,island,ISL,Aceh
4952,33.65384,73.01256,11594301,building(s),BLDG,Islamabad
4953,-0.46463,-78.15297,3652561,second-order administrative division,ADM2,
4954,-3.98202,-79.26381,11610186,power station,PS,Loja province
4955,-17.39481,-66.14678,7010409,college,SCHC,Cochabamba
4956,-23.5451,-46.663,11610187,building(s),BLDG,
4957,-19.8719,-43.96625,11609396,university,UNIV,
4958,-30.03384,-51.21857,11609803,university,UNIV,
4959,-22.94128,-43.24151,11608913,university,UNIV,
4960,-15.76181,-47.87078,11608941,university,UNIV,
4961,-22.64735,-50.43779,10345293,university,UNIV,
4962,-8.0441,-34.8861,11609874,university,UNIV,
4963,6.25184,-75.56359,3674962,seat of a first-order administrative division,PPLA,
4964,-0.22985,-78.52495,3652462,capital of a political entity,PPLC,
4965,-12.04318,-77.02824,3936456,capital of a political entity,PPLC,Lima
4966,26.13333,68.76667,1164807,first-order administrative division,ADM1,"Sind, Balochistan"
4967,28.47849,65.64355,1183606,first-order administrative division,ADM1,"Sind, Balochistan"
4968,28.30378,70.62745,1181030,area,AREA,"Sind, Balochistan"
4969,,,1168579,independent political entity,PCLI,
4970,-12.04318,-77.02824,3936456,capital of a political entity,PPLC,Lima
4971,-5.19449,-80.63282,3693528,seat of a first-order administrative division,PPLA,
4972,,,1643084,independent political entity,PCLI,
4973,,,1643084,independent political entity,PCLI,
4974,,,3624060,independent political entity,PCLI,
4975,,,3489940,independent political entity,PCLI,
4976,,,3573591,independent political entity,PCLI,
4977,,,3562981,independent political entity,PCLI,
4978,9.00013,38.74421,11593272,building(s),BLDG,
4979,,,1643084,independent political entity,PCLI,
4980,-8.5,115.0,1650535,first-order administrative division,ADM1,Bali
4981,-8.55597,125.59348,11593815,hospital,HSP,
4982,,,1643084,independent political entity,PCLI,
4983,-7.7154,113.5846,6833949,power station,PS,
4984,-5.89222,106.03028,11594081,power station,PS,
4985,4.1783,73.51428,11594245,administrative facility,ADMF,
4986,-11.65,20.45,876233,populated place,PPL,"Lobito, Luau"
4987,-12.8525,15.56056,3351500,populated place,PPL,"Lobito, Luau"
4988,-10.70727,22.22466,876177,populated place,PPL,"Lobito, Luau"
4989,-12.15,18.08333,3349181,populated place,PPL,"Lobito, Luau"
4990,-12.3644,13.53601,3347939,populated place,PPL,"Lobito, Luau"
4991,-13.01667,14.63333,3348581,populated place,PPL,"Lobito, Luau"
4992,-12.15,17.28333,3350372,populated place,PPL,"Lobito, Luau"
4993,-11.21762,21.64531,876200,populated place,PPL,"Lobito, Luau"
4994,-12.85636,15.06354,9383261,populated place,PPL,"Lobito, Luau"
4995,-12.23333,16.78333,3349080,populated place,PPL,"Lobito, Luau"
4996,-13.03333,14.25,3349229,populated place,PPL,"Lobito, Luau"
4997,-12.82494,14.92823,3345910,populated place,PPL,"Lobito, Luau"
4998,-12.01667,17.48333,3351014,populated place,PPL,"Lobito, Luau"
4999,-12.90667,15.25333,3347853,populated place,PPL,"Lobito, Luau"
5000,-12.55,16.33333,3349723,populated place,PPL,"Lobito, Luau"
5001,-12.77611,15.73917,3348313,seat of a first-order administrative division,PPLA,"Lobito, Luau"
5002,-12.38333,16.93333,3348078,seat of a first-order administrative division,PPLA,"Lobito, Luau"
5003,-12.57626,13.40547,3351663,seat of a first-order administrative division,PPLA,"Lobito, Luau"
5004,-11.78333,19.91667,3347719,seat of a first-order administrative division,PPLA,"Lobito, Luau"
5005,,,3625428,independent political entity,PCLI,
5006,12.05,105.25,1831172,first-order administrative division,ADM1,
5007,11.36667,105.46667,1822609,first-order administrative division,ADM1,
5008,11.16667,105.83333,1821992,first-order administrative division,ADM1,
5009,11.75837,105.3986,1824444,populated place,PPL,
5010,11.98,105.445,7647526,second-order administrative division,ADM2,
5011,11.77119,105.36548,9253797,second-order administrative division,ADM2,
5012,11.35528,105.57235,8406192,second-order administrative division,ADM2,
5013,11.55,105.6,1831193,administrative division,ADMD,
5014,11.86667,105.43333,1831014,administrative division,ADMD,
5015,,,1210997,independent political entity,PCLI,
5016,,,1327865,independent political entity,PCLI,
5017,,,1327865,independent political entity,PCLI,
5018,,,2088628,independent political entity,PCLI,
5019,-9.50855,147.23249,11610805,hospital,HSP,Taurama
5020,-3.57472,143.64,11610801,stadium,STDM,
5021,,,3562981,independent political entity,PCLI,
5022,-19.5,169.5,2134739,first-order administrative division,ADM1,Talfea province
5023,-19.78333,-174.45,4032636,islands,ISLS,Ha'apai
5024,-19.78333,-174.45,4032637,first-order administrative division,ADM1,"Tongatapu, Vava_„Žu, Ha_„Žapai and Eua"
5025,-21.3632,-174.92972,7668021,first-order administrative division,ADM1,"Tongatapu, Vava_„Žu, Ha_„Žapai and Eua"
5026,-18.66667,-174.0,4032231,first-order administrative division,ADM1,"Tongatapu, Vava_„Žu, Ha_„Žapai and Eua"
5027,-21.13333,-175.2,4032279,first-order administrative division,ADM1,"Tongatapu, Vava_„Žu, Ha_„Žapai and Eua"
5028,-18.66667,-174.0,4032231,first-order administrative division,ADM1,Vava'u
5029,-18.6506,-173.98404,4032420,seat of a first-order administrative division,PPLA,Vava'u
5030,-21.15425,-175.21951,9072550,hospital,HSP,Nuku'alofa
5031,-21.10101,-175.33766,4032563,populated place,PPL,Kolovai
5032,,,2205218,independent political entity,PCLI,
5033,,,4032283,independent political entity,PCLI,
5034,-17.73865,168.31721,11612100,building(s),BLDG,Port Vila
5035,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5036,-17.74558,168.31537,11611603,building(s),BLDG,Port Vila
5037,-17.7261,168.31215,11611602,school,SCH,Port Vila
5038,-16.10623,167.4186,11611604,school,SCH,Port Vila
5039,-15.48915,167.19317,11611078,college,SCHC,Port Vila
5040,-17.7232,168.30431,11611600,college,SCHC,Port Vila
5041,,,2134431,independent political entity,PCLI,Port Vila
5042,,,2137067,island,ISL,Port Vila
5043,-17.73425,168.32413,11611825,university,UNIV,Port Vila
5044,,,2134431,independent political entity,PCLI,Port Vila
5045,,,2134431,independent political entity,PCLI,Port Vila
5046,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5047,,,4032283,independent political entity,PCLI,Nuku'alofa 
5048,,,2205218,independent political entity,PCLI,
5049,,,4032283,independent political entity,PCLI,Nuku'alofa
5050,,,2205218,independent political entity,PCLI,
5051,-21.13783,-175.20663,11611087,school,SCH,Nuku'alofa
5052,-21.13783,-175.20663,11611087,school,SCH,Nuku'alofa
5053,-21.13264,-175.19824,11612096,building(s),BLDG,Nuku'alofa
5054,-21.13938,-175.2018,4032402,capital of a political entity,PPLC,Nuku'alofa
5055,,,4032283,independent political entity,PCLI,Nuku'alofa 
5056,-21.13305,-175.19829,11610839,office building,BLDO,Nuku'alofa
5057,,,4032283,independent political entity,PCLI,Nuku'alofa
5058,-21.13306,-175.19989,11611844,administrative facility,ADMF,
5059,-21.13783,-175.20663,11611087,school,SCH,Nuku'alofa
5060,-21.18478,-175.22468,11544163,college,SCHC,Nuku'alofa
5061,,,4032283,independent political entity,PCLI,Vaini
5062,-21.13333,-175.2,4032279,first-order administrative division,ADM1,"Tongatapu, Vava'u"
5063,-18.64604,-173.9867,11610947,hospital,HSP,"Tongatapu, Vava'u"
5064,-21.19159,-175.18234,11610943,medical center,CTRM,"Tongatapu, Vava'u"
5065,-21.13783,-175.20663,11611087,school,SCH,
5066,-21.19292,-175.17678,4032243,populated place,PPL,
5067,,,4032283,independent political entity,PCLI,
5068,,,4032283,independent political entity,PCLI,Vaini
5069,,,2134431,independent political entity,PCLI,Port Vila
5070,-19.81468,-174.35423,4032369,seat of a first-order administrative division,PPLA,
5071,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5072,-17.73654,168.31285,11610806,library,LIBR,Port Vila
5073,-17.73738,168.31458,11610827,office building,BLDO,Tanna
5074,-17.74558,168.31537,11611603,building(s),BLDG,Tanna
5075,-17.74245,168.32113,11611442,hospital,HSP,Port Vila
5076,-9.47625,147.19531,11610646,hospital,HSP,
5077,-7.0106,146.9672,2090468,first-order administrative division,ADM1,Morobe
5078,,,2088628,independent political entity,PCLI,Duke of York
5079,,,2088628,independent political entity,PCLI,Duke of York
5080,-4.16667,152.45,2097930,islands,ISLS,Duke of York
5081,-9.50855,147.23249,11610805,hospital,HSP,Taurama
5082,,,3658394,independent political entity,PCLI,
5083,-4.35055,152.00698,11610648,university,UNIV,East New Britain
5084,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5085,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5086,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5087,-17.73425,168.32413,11611825,university,UNIV,Port Vila
5088,-18.07986,178.45885,11243223,populated place,PPL,"Tacirua East, Suva"
5089,,,2205218,independent political entity,PCLI,
5090,,,2205218,independent political entity,PCLI,Naganivatu in Naitasiri province
5091,,,2205218,independent political entity,PCLI,
5092,,,2134431,independent political entity,PCLI,
5093,-5.85746,144.23058,2090409,seat of a first-order administrative division,PPLA,Mount Hagen
5094,-18.14995,178.44183,11611131,university,UNIV,
5095,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,Mandalay
5096,,,2205218,independent political entity,PCLI,
5097,,,2205218,independent political entity,PCLI,
5098,-18.19234,178.1893,11611885,hospital,HSP,
5099,19.745,96.12972,6611854,capital of a political entity,PPLC,
5100,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,
5101,16.80528,96.15611,1298824,seat of a first-order administrative division,PPLA,
5102,-10.0,148.0,2133763,first-order administrative division,ADM1,Port Moresby
5103,-5.0,145.5,2091993,first-order administrative division,ADM1,Madang
5104,-6.5,145.58333,2097855,first-order administrative division,ADM1,Mount Hagen
5105,-6.5,143.58333,2086331,first-order administrative division,ADM1,Mount Hagen
5106,-5.75,144.25,2083551,first-order administrative division,ADM1,Mount Hagen
5107,-9.42597,147.18702,11611557,building(s),BLDG,Waigani
5108,,,2134431,independent political entity,PCLI,
5109,,,2134431,independent political entity,PCLI,
5110,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5111,,,2134431,independent political entity,PCLI,Port Vila
5112,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5113,-5.0,145.5,2091993,first-order administrative division,ADM1,Madang
5114,-9.3772,147.2483,2099200,prison,PRN,Port Moresby
5115,22.21996,91.82798,11594239,facility,FCL,Chittagong
5116,-5.52161,145.37062,2084527,populated place,PPL,Madang
5117,-5.53333,145.16667,8657192,second-order administrative division,ADM2,Madang
5118,-5.62401,119.55082,11593836,power station,PS,South Sulawesi
5119,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5120,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5121,,,2088628,independent political entity,PCLI,
5122,-10.11885,123.9637,8393587,fourth-order administrative division,ADM4,East Nusa Tenggara
5123,-8.552,121.2587,7610879,fourth-order administrative division,ADM4,East Nusa Tenggara
5124,-10.20718,123.64255,8392568,fourth-order administrative division,ADM4,East Nusa Tenggara
5125,,,2088628,independent political entity,PCLI, Port Moresby
5126,-6.0,155.0,2089470,first-order administrative division,ADM1,Bougainville
5127,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5128,,,2088628,independent political entity,PCLI,
5129,,,2205218,independent political entity,PCLI,
5130,-16.80012,178.61347,2200077,populated place,PPL,
5131,-16.99745,178.69078,2202352,populated place,PPL,
5132,-16.55776,178.91959,11612305,populated place,PPL,
5133,-16.69067,178.70536,11514901,third-order administrative division,ADM3,
5134,-9.44314,147.17972,2088122,capital of a political entity,PPLC,Port Moresby
5135,,,2088628,independent political entity,PCLI,Port Moresby
5136,,,2205218,independent political entity,PCLI,
5137,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5138,-9.46391,147.18062,11610656,school,SCH,Port Moresby
5139,-18.0,177.66667,2201984,second-order administrative division,ADM2,
5140,-18.05509,178.67906,2204989,populated place,PPL,Kiuva village
5141,,,2205218,independent political entity,PCLI,
5142,,,2205218,independent political entity,PCLI,
5143,-18.1392,178.4333,11612465,office building,BLDO,
5144,-18.1335,178.42403,2205001,wharf(-ves),WHRF,
5145,,,2205218,independent political entity,PCLI,
5146,,,2205218,independent political entity,PCLI,Cakaudrove
5147,,,2205218,independent political entity,PCLI,
5148,,,2205218,independent political entity,PCLI,
5149,,,2205218,independent political entity,PCLI,
5150,10.48801,-66.87919,3646738,capital of a political entity,PPLC,Ciudad Tiuna in Caracas
5151,,,3686110,independent political entity,PCLI,
5152,,,3923057,independent political entity,PCLI,
5153,,,3923057,independent political entity,PCLI,
5154,,,3686110,independent political entity,PCLI,
5155,,,3923057,independent political entity,PCLI,
5156,46.95759,79.94305,11608654,mine(s),MN,Aktogay
5157,43.2525,76.92667,11608680,university,UNIV,
5158,40.32191,73.4267,11611132,populated place,PPL,"Datka,Kemin "
5159,41.06275,74.78052,7649245,second-order administrative division,ADM2,"Datka,Kemin "
5160,40.64095,73.49411,9165129,second-order administrative division,ADM2,"Datka,Kemin "
5161,40.55,73.3,7667445,second-order administrative division,ADM2,"Datka,Kemin "
5162,42.21667,75.75,9165773,second-order administrative division,ADM2,"Datka,Kemin "
5163,42.84199,75.2978,10291336,second-order administrative division,ADM2,"Datka,Kemin "
5164,42.78611,75.69167,1528606,seat of a second-order administrative division,PPLA2,"Datka,Kemin "
5165,42.873,74.6541,11594851,power station,PS,
5166,17.13675,-61.79267,3575954,airport,AIRP,St. Johns
5167,17.63333,-61.83333,3576311,seat of a first-order administrative division,PPLA,Barbuda
5168,26.46504,-77.13432,3572947,island,ISL,North Abaco
5169,26.88553,-77.70552,3572074,island,ISL,North Abaco
5170,37.83333,69.0,1347488,first-order administrative division,ADM1,Dunshanbe
5171,40.0,69.0,1221092,first-order administrative division,ADM1,Dunshanbe
5172,39.16074,68.81676,1222268,populated place,PPL,Dunshanbe
5173,38.57191,68.98977,1334187,populated place,PPL,Dunshanbe
5174,38.53575,68.77905,1221874,capital of a political entity,PPLC,Dunshanbe
5175,40.28256,69.62216,1514879,seat of a first-order administrative division,PPLA,Dunshanbe
5176,39.77447,68.80929,1220571,seat of a second-order administrative division,PPLA2,Dunshanbe
