,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
2867,-6.82349,39.26951,160263,seat of a first-order administrative division,PPLA,"Dar es Salaam, Muhimbili, Tabora, Mara"
2868,-1.5,33.8,152451,seat of a first-order administrative division,PPLA,"Dar es Salaam, Muhimbili, Tabora, Mara"
2869,-5.01622,32.82663,149658,seat of a first-order administrative division,PPLA,"Dar es Salaam, Muhimbili, Tabora, Mara"
2870,-6.7816,39.2057,9166252,university,UNIV,Dar es Salaam University
2871,3.75,8.78333,2309527,capital of a political entity,PPLC,Malabo
2872,,,2464461,independent political entity,PCLI,
2873,-6.16765,39.19072,153327,third-order administrative division,ADM3,
2874,,,149590,independent political entity,PCLI,
2875,,,1831722,independent political entity,PCLI,
2876,-6.82349,39.26951,160263,seat of a first-order administrative division,PPLA,Dar es Salaam
2877,-6.82349,39.26951,160263,seat of a first-order administrative division,PPLA,Dar es Salaam
2878,10.7045,104.1175,11593987,hydroelectric power station,PSH,"Phnom Kamchay, Kampot Province"
2879,12.33333,103.66667,1821301,first-order administrative division,ADM1,Kandal
2880,11.41667,105.0,1831095,first-order administrative division,ADM1,Kandal
2881,11.63689,104.92006,1830742,populated place,PPL,
2882,10.60932,103.52958,1831142,seat of a first-order administrative division,PPLA,Cambodian port of Sihanoukville
2883,,,1831722,independent political entity,PCLI,Phnom Penh
2884,11.41667,105.0,1831095,first-order administrative division,ADM1,Kandal; Phnom Penh
2885,11.57489,104.91394,1830103,first-order administrative division,ADM1,Kandal; Phnom Penh
2886,13.65611,102.5625,1830194,populated place,PPL,Kandal; Phnom Penh
2887,11.56245,104.91601,1821306,capital of a political entity,PPLC,Kandal; Phnom Penh
2888,13.10271,103.19822,1831797,seat of a first-order administrative division,PPLA,Kandal; Phnom Penh
2889,12.43,104.47,7647218,second-order administrative division,ADM2,Kandal; Phnom Penh
2890,12.26,104.67,7647209,second-order administrative division,ADM2,Kandal; Phnom Penh
2891,12.52751,103.91813,8405252,second-order administrative division,ADM2,Kandal; Phnom Penh
2892,13.64699,102.60956,8740317,second-order administrative division,ADM2,Kandal; Phnom Penh
2893,13.58215,105.34533,8403983,second-order administrative division,ADM2,"Kampong Speu, Kampong Cham & Preah Sihanouk"
2894,,,1831722,independent political entity,PCLI,"Kampong Speu, Kampong Cham & Preah Sihanouk"
2895,,,1831722,independent political entity,PCLI,
2896,,,1831722,independent political entity,PCLI,
2897,,,1831722,independent political entity,PCLI,
2898,10.60932,103.52958,1831142,seat of a first-order administrative division,PPLA,Sihanoukville
2899,,,1831722,independent political entity,PCLI,
2900,,,1831722,independent political entity,PCLI,
2901,11.49836,104.66546,1823743,populated place,PPL,Kampot Province
2902,10.81667,104.45,9072882,second-order administrative division,ADM2,Kampot Province
2903,11.18432,104.53584,8405257,second-order administrative division,ADM2,Kampot Province
2904,11.0054,104.44207,8405988,second-order administrative division,ADM2,Kampot Province
2905,10.70733,104.42229,8405989,second-order administrative division,ADM2,Kampot Province
2906,11.31648,104.65992,1830613,second-order administrative division,ADM2,Kampot Province
2907,11.00998,104.60821,9253818,second-order administrative division,ADM2,Kampot Province
2908,11.5,104.5,1822315,administrative division,ADMD,Kampot Province
2909,,,1831722,independent political entity,PCLI,
2910,,,1831722,independent political entity,PCLI,Royal Palace of Phnom Penh
2911,,,1831722,independent political entity,PCLI,
2912,,,1831722,independent political entity,PCLI,Phnom Penh
2913,11.5,103.5,1831037,first-order administrative division,ADM1,
2914,11.76244,103.06089,1822518,stream,STM,
2915,,,1831722,independent political entity,PCLI,Phnom Penh
2916,,,1831722,independent political entity,PCLI,Phnom Penh
2917,11.41667,105.0,1831095,first-order administrative division,ADM1,Kandal Province; TakÍ©o Province
2918,10.91667,104.83333,1821939,first-order administrative division,ADM1,Kandal Province; TakÍ©o Province
2919,,,1831722,independent political entity,PCLI,Phnom Penh
2920,,,1831722,independent political entity,PCLI,"Odem, Phnom Penh"
2921,,,1831722,independent political entity,PCLI,
2922,7.1333,80.0,1246005,second-order administrative division,ADM2,Colombo
2923,6.89979,79.87266,11594428,building(s),BLDG,Colombo
2924,6.89979,79.87266,11594428,building(s),BLDG,Colombo
2925,,,1227603,independent political entity,PCLI,
2926,6.6031,80.1026,1241963,second-order administrative division,ADM2,
2927,6.25,81.16667,1244925,second-order administrative division,ADM2,
2928,6.5831,80.5833,1228729,second-order administrative division,ADM2,
2929,6.1329,80.528,1235845,second-order administrative division,ADM2,
2930,6.25,80.25,1246292,second-order administrative division,ADM2,
2931,,,1227603,independent political entity,PCLI,Colombo
2932,13.5,104.0,1822213,first-order administrative division,ADM1,
2933,,,1227603,independent political entity,PCLI,Colombo
2934,6.91083,79.86333,11594104,theater,THTR,Colombo
2935,6.1407,80.1012,1244178,populated place,PPL,Hikkaduwa
2936,,,1227603,independent political entity,PCLI,Colombo
2937,,,1227603,independent political entity,PCLI,
2938,,,1227603,independent political entity,PCLI,
2939,8.01919,79.72197,11594113,power station,PS,Puttalam
2940,5.97737,80.73375,11612394,pier,PIER,"Panadura, Beruwela, Kudawela"
2941,6.47228,79.9787,11612395,pier,PIER,"Panadura, Beruwela, Kudawela"
2942,6.71656,79.90113,11612396,pier,PIER,"Panadura, Beruwela, Kudawela"
2943,,,1227603,independent political entity,PCLI,
2944,6.12079,81.10561,11594098,port,PRT,Hambantota
2945,,,1227603,independent political entity,PCLI," Kelani Valley, Colombo"
2946,,,1227603,independent political entity,PCLI,Colombo
2947,,,1227603,independent political entity,PCLI,
2948,,,1227603,independent political entity,PCLI," Vavuniya, Mannar, Jaffna"
2949,9.3,80.13333,1231805,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2950,9.6568,80.0831,1233539,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2951,8.95,79.96667,1226615,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2952,9.1,80.08333,1243163,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2953,9.6152,80.1655,1250925,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2954,9.00911,80.06441,1231825,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2955,8.98945,79.87842,1236150,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2956,9.5,80.2,1229821,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2957,9.18333,80.11667,1224901,populated place,PPL,"Thalladi, Mannar, Jaffna and Pooneryn"
2958,9.3578,80.169,1249036,marsh(es),MRSH,"Thalladi, Mannar, Jaffna and Pooneryn"
2959,9.75,80.08333,1242831,second-order administrative division,ADM2,"Vavuniya, Mannar, Jaffna"
2960,8.86134,80.47576,1225017,second-order administrative division,ADM2,"Vavuniya, Mannar, Jaffna"
2961,8.86667,80.08333,1236148,second-order administrative division,ADM2,"Vavuniya, Mannar, Jaffna"
2962,6.88361,79.86611,10629815,college,SCHC,"Lumbini Vidyalaya, Colombo"
2963,6.12079,81.10561,11594098,port,PRT,"Hambantota, Katunayake"
2964,6.9475,79.8666,7545386,stadium,STDM,
2965,,,1227603,independent political entity,PCLI,
2966,,,1227603,independent political entity,PCLI,Colombo
2967,9.16667,80.41667,7671049,first-order administrative division,ADM1,Northern Province
2968,9.16667,80.41667,7671049,first-order administrative division,ADM1,Northern Province
2969,9.75,80.08333,1242831,second-order administrative division,ADM2,Northern Province
2970,9.39487,80.40894,1240371,second-order administrative division,ADM2,Northern Province
2971,8.86134,80.47576,1225017,second-order administrative division,ADM2,Northern Province
2972,9.25,80.5499,1234392,second-order administrative division,ADM2,Northern Province
2973,8.33333,80.5,1251080,second-order administrative division,ADM2,Northern Province
2974,9.16667,80.41667,7671049,first-order administrative division,ADM1,Northern Province
2975,6.28389,81.1239,8299225,airport,AIRP,"Mattala, Hambantota"
2976,9.16667,80.41667,7671049,first-order administrative division,ADM1,North
2977,6.0496,80.73252,1250066,populated place,PPL,Matara-Kataragama 
2978,5.95,80.6,1240677,populated place,PPL,Matara-Kataragama 
2979,5.94851,80.53528,1235846,populated place,PPL,Matara-Kataragama 
2980,5.97669,80.69863,11610816,populated place,PPL,Matara-Kataragama 
2981,6.9177,79.8742,7545331,populated place,PPL,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2982,6.8928,79.8757,1233723,populated place,PPL,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2983,6.9043,79.8599,7545439,college,SCHC,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2984,6.9258,79.877,1250241,railroad station,RSTN,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2985,6.88128,79.89997,11594624,temple(s),TMPL,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2986,6.91339,79.86171,11594625,temple(s),TMPL,"Gautama Viharaya at Green Park, Narahenpita, Sri Naga Viharaya Kotte, Royal College Colombo, Thilakerathnaramaya Borella and Sri Seewali Dhamma School of Sri Nagaviharaya at Baseline Road"
2987,6.92694,79.85833,11594190,building(s),BLDG,"Beira Lake waterfront, Colombo"
2988,,,1227603,independent political entity,PCLI,
2989,9.39487,80.40894,1240371,second-order administrative division,ADM2,Jaffna; Kilinochchi District; Mullaitivu District
2990,9.25,80.5499,1234392,second-order administrative division,ADM2,Jaffna; Kilinochchi District; Mullaitivu District
2991,,,1227603,independent political entity,PCLI,Colombo
2992,5.94851,80.53528,1235846,populated place,PPL,
2993,6.0496,80.73252,1250066,populated place,PPL,
2994,5.95,80.6,1240677,populated place,PPL,
2995,6.1329,80.528,1235845,second-order administrative division,ADM2,
2996,6.6031,80.1026,1241963,second-order administrative division,ADM2,
2997,8.0454,79.9319,1229292,second-order administrative division,ADM2,
2998,6.66667,81.33333,1234818,second-order administrative division,ADM2,
2999,6.25,81.16667,1244925,second-order administrative division,ADM2,
3000,7.1167,80.3333,1240722,second-order administrative division,ADM2,
3001,7.75,80.25,1237978,second-order administrative division,ADM2,
3002,6.5831,80.5833,1228729,second-order administrative division,ADM2,
3003,7.1333,80.0,1246005,second-order administrative division,ADM2,
3004,6.1329,80.528,1235845,second-order administrative division,ADM2,
3005,6.25,80.25,1246292,second-order administrative division,ADM2,
3006,6.9785,80.7133,1232781,second-order administrative division,ADM2,
3007,5.95,80.6,1240677,populated place,PPL,
3008,5.94851,80.53528,1235846,populated place,PPL,
3009,6.0496,80.73252,1250066,populated place,PPL,
3010,5.97669,80.69863,11610816,populated place,PPL,
3011,6.1329,80.528,1235845,second-order administrative division,ADM2,
3012,6.11944,81.10806,11594160,port,PRT,Hambantota
3013,7.1201,80.1004,7544206,third-order administrative division,ADM3,Gampaha
3014,7.0744,79.8919,1242835,populated place,PPL,Colombo
3015,6.9685,79.8836,1230613,populated place,PPL,Colombo
3016,7.2083,79.8358,1233369,populated place,PPL,Colombo
3017,6.93194,79.84778,1248991,capital of a political entity,PPLC,Colombo
3018,6.8664,80.0166,1248990,second-order administrative division,ADM2,Colombo
3019,7.1333,80.0,1246005,second-order administrative division,ADM2,Colombo
3020,7.16992,79.88837,1240935,seat of a third-order administrative division,PPLA3,Colombo
3021,7.18076,79.88412,6301060,airport,AIRP,Colombo
3022,8.01919,79.72197,11594113,power station,PS,Puttalam
3023,6.91052,79.88253,11594102,school,SCH,Devi Balika Vidyalaya Colombo
3024,6.2521,80.0631,1230173,populated place,PPL,Kodagoda-Godagama
3025,8.58333,79.93333,1235952,populated place,PPL,Kodagoda-Godagama
3026,6.0664,80.2676,1230174,populated place,PPL,Kodagoda-Godagama
3027,9.18333,80.11667,1224901,populated place,PPL,Kodagoda-Godagama
3028,9.6568,80.0831,1233539,populated place,PPL,Kodagoda-Godagama
3029,8.98945,79.87842,1236150,populated place,PPL,Kodagoda-Godagama
3030,8.3471,79.887,1229853,populated place,PPL,Kodagoda-Godagama
3031,8.0362,79.8283,1229293,populated place,PPL,Kodagoda-Godagama
3032,6.0216,80.3953,1239877,populated place,PPL,Kodagoda-Godagama
3033,9.5,80.2,1229821,populated place,PPL,Kodagoda-Godagama
3034,5.96667,80.51667,1245609,populated place,PPL,Kodagoda-Godagama
3035,6.0367,80.217,1246294,seat of a first-order administrative division,PPLA,Kodagoda-Godagama
3036,6.97889,80.45444,11612532,dam,DAM,"Kelani River, Kithulgala"
3037,6.90181,79.87271,11594615,building(s),BLDG,Colombo
3038,8.01919,79.72197,11594113,power station,PS,Puttalam
3039,6.92652,79.85093,11594595,school,SCH,
3040,6.2156,80.9432,1223383,populated place,PPL,Hambantota
3041,6.3211,80.9972,1227505,populated place,PPL,Hambantota
3042,6.1241,81.1185,1244926,populated place,PPL,Hambantota
3043,6.33333,80.86667,1234675,populated place,PPL,Hambantota
3044,6.0985,80.8807,1228883,populated place,PPL,Hambantota
3045,6.1168,81.09,1234957,populated place,PPL,Hambantota
3046,6.34389,80.84889,1247018,populated place,PPL,Hambantota
3047,6.28389,81.1239,8299225,airport,AIRP,Hambantota
3048,6.12079,81.10561,11594098,port,PRT,Hambantota
3049,,,1227603,independent political entity,PCLI,
3050,5.27486,-3.96717,8536607,populated place,PPL,Abidjan to Grand Bassam
3051,5.23602,-3.89843,2288330,populated place,PPL,Abidjan to Grand Bassam
3052,5.30966,-4.01266,2293538,seat of a first-order administrative division,PPLA,Abidjan to Grand Bassam
3053,5.49961,-3.2408,11153079,second-order administrative division,ADM2,Abidjan to Grand Bassam
3054,5.2118,-3.73884,2288115,seat of a third-order administrative division,PPLA3,Abidjan to Grand Bassam
3055,18.75,102.41667,1652238,first-order administrative division,ADM1,
3056,17.96667,102.6,1651944,capital of a political entity,PPLC,Vientiane
3057,20.5,100.5,1904616,first-order administrative division,ADM1,Luang Prabang province
3058,20.16667,101.5,1654491,first-order administrative division,ADM1,Luang Prabang province
3059,21.75,102.33333,1653893,first-order administrative division,ADM1,Luang Prabang province
3060,20.25,102.66667,1655558,first-order administrative division,ADM1,Luang Prabang province
3061,17.96667,102.6,1651944,capital of a political entity,PPLC,Luang Prabang province
3062,19.88601,102.13503,1655559,seat of a first-order administrative division,PPLA,Luang Prabang province
3063,,,1655842,independent political entity,PCLI,Luang Prabang province
3064,18.75,102.41667,1652238,first-order administrative division,ADM1,
3065,,,1655842,independent political entity,PCLI,
3066,20.91667,101.33333,1655561,first-order administrative division,ADM1,
3067,20.25,102.66667,1655558,first-order administrative division,ADM1,
3068,18.75,102.41667,1652238,first-order administrative division,ADM1,
3069,18.9235,102.44784,1655087,populated place,PPL,
3070,21.17642,101.66563,1664870,populated place,PPL,
3071,17.96667,102.6,1651944,capital of a political entity,PPLC,
3072,18.49565,102.41421,1655124,seat of a first-order administrative division,PPLA,
3073,19.88601,102.13503,1655559,seat of a first-order administrative division,PPLA,
3074,20.9486,101.40188,1655562,seat of a first-order administrative division,PPLA,
3075,,,1655842,independent political entity,PCLI,
3076,-5.16667,39.8,150737,island,ISL,"Pemba Island, Zanzibar"
3077,-6.16667,39.33333,148726,island,ISL,"Pemba Island, Zanzibar"
3078,-5.25726,39.81142,6301557,airport,AIRP,"Pemba Island, Zanzibar"
3079,17.96667,102.6,1651944,capital of a political entity,PPLC,
3080,,,1655842,independent political entity,PCLI,
3081,20.16667,101.5,1654491,first-order administrative division,ADM1,Oudomxay
3082,21.75,102.33333,1653893,first-order administrative division,ADM1,Nam Ou River
3083,20.25,102.66667,1655558,first-order administrative division,ADM1,Nam Ou River
3084,,,1655842,independent political entity,PCLI,
3085,17.96667,102.6,1651944,capital of a political entity,PPLC,
3086,,,7909807,independent political entity,PCLI,
3087,,,1655842,independent political entity,PCLI,Khammouane
3088,19.89791,102.16076,6301107,airport,AIRP,
3089,17.96667,102.6,1651944,capital of a political entity,PPLC,Vientiane
3090,19.91667,99.91667,1153668,first-order administrative division,ADM1,
3091,20.38763,100.62687,1651946,second-order administrative division,ADM2,
3092,,,1655842,independent political entity,PCLI,
3093,,,1655842,independent political entity,PCLI,
3094,19.46667,103.5,1652077,first-order administrative division,ADM1,"Luang Prabang, Xiekhouang"
3095,19.88601,102.13503,1655559,seat of a first-order administrative division,PPLA,"Luang Prabang, Xiekhouang"
3096,19.75532,102.17891,1655073,seat of a second-order administrative division,PPLA2,"Luang Prabang, Xiekhouang"
3097,20.16667,101.5,1654491,first-order administrative division,ADM1,Oudomxay
3098,,,1655842,independent political entity,PCLI,
3099,17.5,105.33333,1656538,first-order administrative division,ADM1,Nam Theun II hydropower plant
3100,21.66787,101.89396,1904829,second-order administrative division,ADM2,
3101,22.19586,101.874,1904830,second-order administrative division,ADM2,
3102,23.25943,100.65106,1794208,second-order administrative division,ADM2,
3103,18.75,102.41667,1652238,first-order administrative division,ADM1,
3104,,,1655842,independent political entity,PCLI,
3105,,,1966436,independent political entity,PCLI,
3106,13.0,25.0,8693107,region,RGN,"Darfur, Kator of Jaba"
3107,,,7909807,independent political entity,PCLI,"Darfur, Kator of Jaba"
3108,,,2434508,independent political entity,PCLI,
3109,-1.15,36.96667,181032,populated place,PPL,NairobiÇ_ï Sika
3110,-1.03326,37.06933,179330,populated place,PPL,NairobiÇ_ï Sika
3111,-1.28333,36.81667,184745,capital of a political entity,PPLC,NairobiÇ_ï Sika
3112,,,1327865,independent political entity,PCLI,
3113,,,2434508,independent political entity,PCLI,
3114,14.91053,-23.50525,3374330,bay,BAY,
3115,,,895949,independent political entity,PCLI,
3116,,,3355338,independent political entity,PCLI,
3117,,,337996,independent political entity,PCLI,
3118,,,2328926,independent political entity,PCLI,
3119,,,1168579,independent political entity,PCLI,
3120,,,1036973,independent political entity,PCLI,
3121,,,337996,independent political entity,PCLI,
3122,-19.0,33.5,1040947,first-order administrative division,ADM1,Zambezi Valley
3123,-17.0,37.0,1024312,first-order administrative division,ADM1,Zambezi Valley
3124,-16.15639,33.58667,1026014,seat of a first-order administrative division,PPLA,Zambezi Valley
3125,,,1036973,independent political entity,PCLI,Zambezi Valley
3126,23.76936,90.37929,11594084,building(s),BLDG," Bir Uttom Khaled Mosharraf Ave, Dhaka 1207, Bangladesh"
3127,,,1210997,independent political entity,PCLI,
3128,22.21996,91.82798,11594239,facility,FCL,Chittagong
3129,,,1210997,independent political entity,PCLI,
3130,23.56967,90.51234,11594247,bridge,BDG,Dhaleswari River
3131,22.47588,92.14268,11594309,mill(s),ML,Chittagong
3132,25.55108,88.94729,11594101,power station,PS,Barapukuria
3133,,,1210997,independent political entity,PCLI,
3134,,,1210997,independent political entity,PCLI,
3135,23.794,90.4035,10402608,university,UNIV,North South University
3136,,,1210997,independent political entity,PCLI,
3137,,,1210997,independent political entity,PCLI,
3138,,,1210997,independent political entity,PCLI,
3139,21.6056,96.13508,1316703,populated place,PPL,Mandalay
3140,24.11427,90.68388,1206597,populated place,PPL,Narandi
3141,,,1327865,independent political entity,PCLI,
3142,22.04537,97.47629,1301864,populated place,PPL,Paunglaung
3143,16.87171,96.12894,8239357,second-order administrative division,ADM2,Yanking Township
3144,,,1327865,independent political entity,PCLI,
3145,,,1210997,independent political entity,PCLI,
3146,9.33716,2.63031,2392204,seat of a first-order administrative division,PPLA,Parakou
3147,22.0,98.0,1297099,first-order administrative division,ADM1,Laukkai of Kokang region
3148,4.25671,18.41583,2388873,seat of a first-order administrative division,PPLA,Bimbo
3149,12.13234,15.07705,11593278,hospital,HSP,Ndjamena
3150,16.63369,-11.37703,11592400,hospital,HSP,Kiffa
3151,-20.27846,57.47656,6957664,hospital,HSP,Candos
3152,-20.27846,57.47656,6957664,hospital,HSP,Candos
3153,,,1210997,independent political entity,PCLI,
3154,,,1210997,independent political entity,PCLI,
3155,23.92298,90.71768,1185117,populated place,PPL,Narsingdi Village
3156,-15.40669,28.28713,909137,capital of a political entity,PPLC,
3157,4.36122,18.55496,2389853,capital of a political entity,PPLC,Banji
3158,,,2395170,independent political entity,PCLI,Lokossa
3159,1.85728,9.76961,11594583,hospital,HSP,Bata
3160,8.55,39.26667,330186,populated place,PPL,NazrÑ_t (Adama)
3161,11.86357,-15.59767,2374775,capital of a political entity,PPLC,Bissau
3162,-1.30054,36.80695,8477783,hospital,HSP,Kenyatta Hospital
3163,-18.92036,47.52062,11592270,administrative division,ADMD,Tananarive
3164,,,49518,independent political entity,PCLI,
3165,0.39894,9.46597,11579288,section of populated place,PPLX,Libreville
3166,11.7891,34.3592,380174,seat of a first-order administrative division,PPLA,Ed Damazin
3167,-8.8982,13.2594,11592377,hospital,HSP,Luanda
3168,4.38333,18.56667,2596686,first-order administrative division,ADM1,Bangui_„Žs Friendship Hospital 
3169,,,2434508,independent political entity,PCLI,
3170,-4.32758,15.31357,2314302,capital of a political entity,PPLC,
3171,-4.63156,55.45512,11073501,hospital,HSP,
3172,,,241170,independent political entity,PCLI,
3173,,,1327865,independent political entity,PCLI,
3174,21.33333,106.43333,1905419,first-order administrative division,ADM1,Bscgiang province
3175,21.32204,106.20507,8376467,third-order administrative division,ADM3,Bscgiang province
3176,22.0,98.0,1297099,first-order administrative division,ADM1,Kokang region
3177,,,1327865,independent political entity,PCLI,
3178,21.68578,96.38578,1284956,populated place,PPL,"Yeywa, Mandalay Division"
3179,21.33333,106.43333,1905419,first-order administrative division,ADM1,"Thai Nguyen Iron and Steel Company, Ha Bac Nitrogen Fertilizer Plant"
3180,21.66667,105.83333,1905497,first-order administrative division,ADM1,"Thai Nguyen Iron and Steel Company, Ha Bac Nitrogen Fertilizer Plant"
3181,16.80528,96.15611,1298824,seat of a first-order administrative division,PPLA,
3182,,,1327865,independent political entity,PCLI,
3183,,,1327865,independent political entity,PCLI,
3184,17.0,96.16667,1298822,first-order administrative division,ADM1,
3185,,,1327865,independent political entity,PCLI,
3186,,,1327865,independent political entity,PCLI,
3187,23.18361,90.2409,10941924,bridge,BDG,Arialkha River in Madaripur
3188,,,1327865,independent political entity,PCLI,
3189,23.68079,90.45373,11594238,sewage treatment plant,SWT,
3190,24.65178,91.94175,11594230,factory,MFG,Sylhet
3191,25.55108,88.94729,11594101,power station,PS,
3192,,,1327865,independent political entity,PCLI,
3193,,,1327865,independent political entity,PCLI,Shan State
3194,,,1327865,independent political entity,PCLI,Shan State
3195,,,1210997,independent political entity,PCLI,
3196,,,1210997,independent political entity,PCLI,
3197,,,1210997,independent political entity,PCLI,
3198,17.0,96.16667,1298822,first-order administrative division,ADM1,
3199,16.41134,95.88572,1326429,populated place,PPL,
3200,16.54694,96.06256,1319920,populated place,PPL,
3201,,,1327865,independent political entity,PCLI,
3202,,,1210997,independent political entity,PCLI,
3203,21.59422,105.84817,1566319,seat of a first-order administrative division,PPLA,Thai Nguyen province
3204,,,1562822,independent political entity,PCLI,
3205,,,1210997,independent political entity,PCLI,Mawa
3206,,,1210997,independent political entity,PCLI,
3207,27.68667,85.33914,11594112,hospital,HSP,Kathmandu
3208,27.63621,85.52405,11594310,building(s),BLDG,Banepa
3209,26.99331,84.8595,11594162,building(s),BLDG,Birgunj
3210,27.70169,85.3206,1283240,capital of a political entity,PPLC,Kathmandu
3211,,,1282988,independent political entity,PCLI,
3212,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
3213,27.71322,85.32348,11594767,building(s),BLDG,Kathmandu
3214,28.2768,85.3795,1282857,populated place,PPL,Syabrubensi and Rasuwagadi
3215,28.16558,85.3486,1282736,populated place,PPL,Syabrubensi and Rasuwagadi
3216,27.70169,85.3206,1283240,capital of a political entity,PPLC,Syabrubensi and Rasuwagadi
3217,27.91667,85.41667,1283710,second-order administrative division,ADM2,Syabrubensi and Rasuwagadi
3218,27.97087,85.96635,11610841,bridge,BDG,Syabrubensi and Rasuwagadi
3219,28.27722,85.38022,7982317,populated locality,PPLL,Syabrubensi and Rasuwagadi
3220,27.9462,85.95228,7995448,populated locality,PPLL,Syabrubensi and Rasuwagadi
3221,27.92132,83.89204,8002115,populated locality,PPLL,Syabrubensi and Rasuwagadi
3222,27.98333,85.98333,1279491,seat of a fourth-order administrative division,PPLA4,Syabrubensi and Rasuwagadi
3223,,,1227603,independent political entity,PCLI,
3224,,,1282988,independent political entity,PCLI,
3225,,,1210997,independent political entity,PCLI,
3226,,,1168579,independent political entity,PCLI,
3227,,,1149361,independent political entity,PCLI,
3228,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
3229,27.9462,85.95228,7995448,populated locality,PPLL,Larcha
3230,,,1282988,independent political entity,PCLI,
3231,23.77078,90.36782,11594606,building(s),BLDG,
3232,27.70526,85.2892,11594325,museum,MUS,Chhauni
3233,27.69492,85.31581,11594321,building(s),BLDG,
3234,28.25288,85.3685,10316211,populated place,PPL,Rasuwa
3235,28.16667,85.33333,1282859,third-order administrative division,ADM3,Rasuwa
3236,27.70169,85.3206,1283240,capital of a political entity,PPLC,
3237,,,1282988,independent political entity,PCLI,
3238,,,1282988,independent political entity,PCLI,
3239,27.70275,85.31319,11594229,building(s),BLDG,
3240,,,1966436,independent political entity,PCLI,
3241,-8.55861,125.57361,1645457,capital of a political entity,PPLC,Dili
3242,6.84722,37.30139,11592882,dam,DAM,Omo
3243,,,1327865,independent political entity,PCLI,Sinde
3244,24.25256,97.23357,1328218,populated place,PPL,Bhamo
3245,24.66347,98.03964,1281381,second-order administrative division,ADM2,Bhamo
3246,24.22085,97.78683,1279485,seat of a third-order administrative division,PPLA3,Bhamo
3247,24.25,97.25,1328217,administrative division,ADMD,Bhamo
3248,,,1966436,independent political entity,PCLI,
3249,,,1966436,independent political entity,PCLI,
3250,,,1966436,independent political entity,PCLI,
3251,,,1966436,independent political entity,PCLI,
3252,,,1966436,independent political entity,PCLI,
3253,23.46667,90.26667,1194537,populated place,PPL,
3254,21.9511,106.69767,1582998,populated place,PPL,Hanoi
3255,21.0245,105.84117,1581130,capital of a political entity,PPLC,Hanoi
3256,22.48556,103.97066,1576303,seat of a first-order administrative division,PPLA,Hanoi
3257,21.59422,105.84817,1566319,seat of a first-order administrative division,PPLA,Hanoi
3258,21.13519,105.8423,1905123,second-order administrative division,ADM2,Hanoi
3259,21.30561,105.66225,8609068,second-order administrative division,ADM2,Hanoi
3260,21.89856,106.85435,1905533,second-order administrative division,ADM2,Hanoi
3261,21.03156,105.97432,1905125,second-order administrative division,ADM2,Hanoi
3262,21.54474,106.34386,1905538,second-order administrative division,ADM2,Hanoi
3263,21.57763,104.99464,1905586,second-order administrative division,ADM2,Hanoi
3264,22.36896,104.13893,1905007,second-order administrative division,ADM2,Hanoi
3265,22.26109,104.46424,1905012,second-order administrative division,ADM2,Hanoi
3266,21.67602,106.62925,1905535,second-order administrative division,ADM2,Hanoi
3267,21.37743,106.25866,1905441,second-order administrative division,ADM2,Hanoi
3268,21.18245,105.7114,1905573,second-order administrative division,ADM2,Hanoi
3269,21.41206,105.82432,1905500,second-order administrative division,ADM2,Hanoi
3270,21.24433,105.49683,1905575,second-order administrative division,ADM2,Hanoi
3271,21.27494,106.08998,1905434,second-order administrative division,ADM2,Hanoi
3272,21.21667,106.25,1905438,second-order administrative division,ADM2,Hanoi
3273,21.29971,105.31119,8741043,second-order administrative division,ADM2,Hanoi
3274,21.04144,105.8962,8615793,second-order administrative division,ADM2,Hanoi
3275,21.27098,105.82976,1905128,second-order administrative division,ADM2,Hanoi
3276,21.36189,105.5569,8609067,second-order administrative division,ADM2,Hanoi
